Filename,Identifier,scientificName,CommonName,Comments
"Lobocleta_tenellata,I_PBA25000.jpg",I_PBA25000,Lobocleta tenellata,,
"moth_Notodontidae,I_PBA25001.jpg",I_PBA25001,moth Notodontidae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25002.jpg",I_PBA25002,Iridopsis lurida--oberthuri--herse,,
"Clemensia_leopardina,I_PBA25003.jpg",I_PBA25003,Clemensia leopardina,,
"Rhabdatomis_laudamia,I_PBA25004.jpg",I_PBA25004,Rhabdatomis laudamia,,
"Eupithecia_sp_group_san_luis,I_PBA25005.jpg",I_PBA25005,Eupithecia sp_group_san_luis,,
"Crambidia_myrlosea,I_PBA25006.jpg",I_PBA25006,Crambidia myrlosea,,
"Leptostales_crossii,I_PBA25007.jpg",I_PBA25007,Leptostales crossii,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25008.jpg",I_PBA25008,Iridopsis lurida--oberthuri--herse,,
"moth,I_PBA25009.jpg",I_PBA25009,moth,,
"Meganola_sp_san_luis_b,I_PBA25010.jpg",I_PBA25010,Meganola sp_san_luis_b,,
"Rhabdatomis_laudamia,I_PBA25011.jpg",I_PBA25011,Rhabdatomis laudamia,,
"moth_Crambidae,I_PBA25012.jpg",I_PBA25012,moth Crambidae,,
"Rhabdatomis_laudamia,I_PBA25013.jpg",I_PBA25013,Rhabdatomis laudamia,,
"Nephodia_auxesia,I_PBA25014.jpg",I_PBA25014,Nephodia auxesia,,
"moth_Notodontidae,I_PBA25015.jpg",I_PBA25015,moth Notodontidae,,
"moth_Hemiceras,I_PBA25016.jpg",I_PBA25016,moth Hemiceras,,
"Nemoria_defectiva,I_PBA25017.jpg",I_PBA25017,Nemoria defectiva,,
"Nematocampa_arenosa,I_PBA25018.jpg",I_PBA25018,Nematocampa arenosa,,
"moth_Hemiceras,I_PBA25019.jpg",I_PBA25019,moth Hemiceras,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25020.jpg",I_PBA25020,Iridopsis lurida--oberthuri--herse,,
"moth_Lascoria,I_PBA25021.jpg",I_PBA25021,moth Lascoria,,
"moth_Hemiceras,I_PBA25022.jpg",I_PBA25022,moth Hemiceras,,
"moth_Tortricidae,I_PBA25023.jpg",I_PBA25023,moth Tortricidae,,
"Patalene_aenetusaria,I_PBA25024.jpg",I_PBA25024,Patalene aenetusaria,,
"moth_Notodontidae,I_PBA25025.jpg",I_PBA25025,moth Notodontidae,,
"Clemensia_cincinnata,I_PBA25026.jpg",I_PBA25026,Clemensia cincinnata,,
"moth_Notodontidae,I_PBA25027.jpg",I_PBA25027,moth Notodontidae,,
"Nephodia_auxesia,I_PBA25028.jpg",I_PBA25028,Nephodia auxesia,,
"Brachurapteryx_tesserata,I_PBA25029.jpg",I_PBA25029,Brachurapteryx tesserata,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25030.jpg",I_PBA25030,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Notodontidae,I_PBA25031.jpg",I_PBA25031,moth Notodontidae,,
"moth,I_PBA25032.jpg",I_PBA25032,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25033.jpg",I_PBA25033,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Geometridae,I_PBA25034.jpg",I_PBA25034,moth Geometridae,,
"moth_Noctuidae,I_PBA25035.jpg",I_PBA25035,moth Noctuidae,,
"Rhabdatomis_laudamia,I_PBA25036.jpg",I_PBA25036,Rhabdatomis laudamia,,
"moth_Notodontidae,I_PBA25037.jpg",I_PBA25037,moth Notodontidae,,
"Eupithecia_sp_group_san_luis,I_PBA25038.jpg",I_PBA25038,Eupithecia sp_group_san_luis,,
"moth_Notodontidae,I_PBA25039.jpg",I_PBA25039,moth Notodontidae,,
"Lobocleta_tenellata,I_PBA25040.jpg",I_PBA25040,Lobocleta tenellata,,
"Iridopsis_lurida--oberthuri--herse,I_PBA25041.jpg",I_PBA25041,Iridopsis lurida--oberthuri--herse,,
"Lobocleta_tenellata,I_PBA25042.jpg",I_PBA25042,Lobocleta tenellata,,
"moth,I_PBA25043.jpg",I_PBA25043,moth,,
