Filename
"Lobocleta_tenellata,I_PBA25000.jpg"
"Clemensia_leopardina,I_PBA25003.jpg"
"Rhabdatomis_laudamia,I_PBA25004.jpg"
"Crambidia_myrlosea,I_PBA25006.jpg"
"Leptostales_crossii,I_PBA25007.jpg"
"Rhabdatomis_laudamia,I_PBA25011.jpg"
"Rhabdatomis_laudamia,I_PBA25013.jpg"
"Nephodia_auxesia,I_PBA25014.jpg"
"Nemoria_defectiva,I_PBA25017.jpg"
"Nematocampa_arenosa,I_PBA25018.jpg"
"Patalene_aenetusaria,I_PBA25024.jpg"
"Clemensia_cincinnata,I_PBA25026.jpg"
"Nephodia_auxesia,I_PBA25028.jpg"
"Brachurapteryx_tesserata,I_PBA25029.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25030.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25033.jpg"
"Rhabdatomis_laudamia,I_PBA25036.jpg"
"Lobocleta_tenellata,I_PBA25040.jpg"
"Lobocleta_tenellata,I_PBA25042.jpg"
"Glena_mopsaria,I_PBA25044.jpg"
"Iridopsis_validaria,I_PBA25045.jpg"
"Leptostales_crossii,I_PBA25046.jpg"
"Micrathetis_dasarada,I_PBA25050.jpg"
"Rhabdatomis_laudamia,I_PBA25057.jpg"
"Patalene_aenetusaria,I_PBA25059.jpg"
"Rhabdatomis_laudamia,I_PBA25061.jpg"
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25062.jpg"
"Trygodes_amphion,I_PBA25064.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25068.jpg"
"Lobocleta_tenellata,I_PBA25071.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25073.jpg"
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25074.jpg"
"Meganola_bifiliferata,I_PBA25075.jpg"
"Clemensia_brunneomedia,I_PBA25076.jpg"
"Clemensia_leopardina,I_PBA25077.jpg"
"Patalene_aenetusaria,I_PBA25078.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25079.jpg"
"Eucereon_xanthoperas,I_PBA25080.jpg"
"Rhabdatomis_laudamia,I_PBA25086.jpg"
"Nephodia_auxesia,I_PBA25088.jpg"
"Rhabdatomis_laudamia,I_PBA25090.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25091.jpg"
"Rhabdatomis_laudamia,I_PBA25092.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25097.jpg"
"Patalene_aenetusaria,I_PBA25098.jpg"
"Metanema_bonadea,I_PBA25107.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25108.jpg"
"Rhabdatomis_laudamia,I_PBA25112.jpg"
"Nematocampa_completa,I_PBA25115.jpg"
"Nemoria_vermiculata,I_PBA25119.jpg"
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25122.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25123.jpg"
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25129.jpg"
"Patalene_aenetusaria,I_PBA25136.jpg"
"Nemoria_defectiva,I_PBA25140.jpg"
"Lobocleta_tenellata,I_PBA25142.jpg"
"Hampsonodes_mastoides,I_PBA25148.jpg"
"Trygodes_amphion,I_PBA25149.jpg"
"Hypercompe_nemophila,I_PBA25153.jpg"
"Synchlora_astraeoides,I_PBA25160.jpg"
"Leptostales_crossii,I_PBA25168.jpg"
"Rhabdatomis_laudamia,I_PBA25170.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25171.jpg"
"Nematocampa_completa,I_PBA25173.jpg"
"Nephodia_auxesia,I_PBA25174.jpg"
"Iridopsis_validaria,I_PBA25175.jpg"
"Oospila_venezuelata,I_PBA25177.jpg"
"Glena_mopsaria,I_PBA25181.jpg"
"Metanema_bonadea,I_PBA25184.jpg"
"Clemensia_leopardina,I_PBA25186.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25190.jpg"
"Crambidia_myrlosea,I_PBA25193.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25195.jpg"
"Lobocleta_tenellata,I_PBA25200.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25202.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25208.jpg"
"Melese_monima,I_PBA25209.jpg"
"Rhabdatomis_laudamia,I_PBA25213.jpg"
"Clemensia_brunneomedia,I_PBA25215.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25222.jpg"
"Rhabdatomis_laudamia,I_PBA25224.jpg"
"Leptostales_crossii,I_PBA25239.jpg"
"Nephodia_betala,I_PBA25244.jpg"
"Iridopsis_validaria,I_PBA25249.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25250.jpg"
"Thysanopyga_carfinia,I_PBA25251.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25253.jpg"
"Nephodia_auxesia,I_PBA25255.jpg"
"Aclytia_heber,I_PBA25259.jpg"
"Gonodes_liquida,I_PBA25264.jpg"
"Clemensia_leopardina,I_PBA25267.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25269.jpg"
"Crambidia_myrlosea,I_PBA25272.jpg"
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25274.jpg"
"Glena_mopsaria,I_PBA25282.jpg"
"Hypercompe_nemophila,I_PBA25283.jpg"
"Leptostales_crossii,I_PBA25287.jpg"
"Nephodia_auxesia,I_PBA25288.jpg"
"Neotherina_imperilla,I_PBA25293.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25296.jpg"
"Nemoria_vermiculata,I_PBA25298.jpg"
"Clemensia_leopardina,I_PBA25299.jpg"
"Oospila_venezuelata,I_PBA25301.jpg"
"Leptostales_crossii,I_PBA25303.jpg"
"Oospila_venezuelata,I_PBA25307.jpg"
"Nematocampa_completa,I_PBA25309.jpg"
"Lobocleta_tenellata,I_PBA25310.jpg"
"Lomographa_argentata,I_PBA25311.jpg"
"Lobocleta_tenellata,I_PBA25312.jpg"
"Nephodia_auxesia,I_PBA25320.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25324.jpg"
"Nemoria_defectiva,I_PBA25325.jpg"
"Hampsonodes_mastoides,I_PBA25326.jpg"
"Simopteryx_torquataria,I_PBA25327.jpg"
"Glena_mopsaria,I_PBA25328.jpg"
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25334.jpg"
"Clemensia_leopardina,I_PBA25335.jpg"
"Lobocleta_tenellata,I_PBA25336.jpg"
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25338.jpg"
"Lobocleta_tenellata,I_PBA25341.jpg"
"Eucereon_xanthoperas,I_PBA25342.jpg"
"Nematocampa_completa,I_PBA25345.jpg"
"Leptostales_crossii,I_PBA25346.jpg"
"Lobocleta_tenellata,I_PBA25347.jpg"
"Oospila_venezuelata,I_PBA25348.jpg"
"Nephodia_auxesia,I_PBA25349.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25355.jpg"
"Hypercompe_nemophila,I_PBA25362.jpg"
"Clemensia_leopardina,I_PBA25364.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25373.jpg"
"Hypercompe_nemophila,I_PBA25376.jpg"
"Aclytia_heber,I_PBA25377.jpg"
"Synchlora_gerularia,I_PBA25389.jpg"
"Trygodes_amphion,I_PBA25392.jpg"
"Rhabdatomis_laudamia,I_PBA25394.jpg"
"Synchlora_dependens,I_PBA25397.jpg"
"Glena_mopsaria,I_PBA25398.jpg"
"Lomographa_argentata,I_PBA25401.jpg"
"Rhabdatomis_laudamia,I_PBA25405.jpg"
"Patalene_aenetusaria,I_PBA25419.jpg"
"Rhabdatomis_laudamia,I_PBA25421.jpg"
"Clemensia_brunneomedia,I_PBA25422.jpg"
"Rhabdatomis_laudamia,I_PBA25424.jpg"
"Nephodia_auxesia,I_PBA25426.jpg"
"Leptostales_crossii,I_PBA25427.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25428.jpg"
"Brachurapteryx_tesserata,I_PBA25429.jpg"
"Patalene_aenetusaria,I_PBA25432.jpg"
"Nephodia_auxesia,I_PBA25436.jpg"
"Trygodes_amphion,I_PBA25438.jpg"
"Lobocleta_tenellata,I_PBA25439.jpg"
"Iridopsis_validaria,I_PBA25442.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25443.jpg"
"Micrathetis_dasarada,I_PBA25445.jpg"
"Epimecis_semicompleta,I_PBA25447.jpg"
"Nematocampa_completa,I_PBA25448.jpg"
"Nematocampa_completa,I_PBA25450.jpg"
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25451.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25454.jpg"
"Nephodia_auxesia,I_PBA25456.jpg"
"Antiblemma_pira,I_PBA25458.jpg"
"Nephodia_auxesia,I_PBA25460.jpg"
"Nemoria_vermiculata,I_PBA25463.jpg"
"Metanema_bonadea,I_PBA25467.jpg"
"Nematocampa_completa,I_PBA25468.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25473.jpg"
"Nematocampa_completa,I_PBA25474.jpg"
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25475.jpg"
"Nephodia_auxesia,I_PBA25477.jpg"
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25478.jpg"
"Glena_mopsaria,I_PBA25481.jpg"
"Nematocampa_completa,I_PBA25482.jpg"
"Metanema_bonadea,I_PBA25483.jpg"
"Lobocleta_tenellata,I_PBA25484.jpg"
"Epimecis_semicompleta,I_PBA25485.jpg"
"Nemoria_defectiva,I_PBA25486.jpg"
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25488.jpg"
"Trygodes_amphion,I_PBA25489.jpg"
"Anisoperas_atropunctaria,I_PBA25491.jpg"
"Nephodia_betala,I_PBA25498.jpg"
"Clemensia_leopardina,I_PBA25499.jpg"
"Lomographa_argentata,I_PBA25502.jpg"
"Rhabdatomis_laudamia,I_PBA25506.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25507.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25511.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25512.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25514.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25522.jpg"
"Hypercompe_nemophila,I_PBA25525.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25527.jpg"
"Leptostales_crossii,I_PBA25537.jpg"
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25539.jpg"
"Rhabdatomis_laudamia,I_PBA25546.jpg"
"Lomographa_argentata,I_PBA25548.jpg"
"Nephodia_auxesia,I_PBA25557.jpg"
"Lomographa_argentata,I_PBA25560.jpg"
"Nematocampa_completa,I_PBA25567.jpg"
"Dyspteris_tenuivitta,I_PBA25568.jpg"
"Brachurapteryx_tesserata,I_PBA25570.jpg"
"Rhabdatomis_laudamia,I_PBA25571.jpg"
"Crambidia_cephalica,I_PBA25573.jpg"
"Glena_mopsaria,I_PBA25575.jpg"
"Neotherina_imperilla,I_PBA25576.jpg"
"Rhabdatomis_laudamia,I_PBA25582.jpg"
"Eucereon_xanthoperas,I_PBA25584.jpg"
"Opisthoxia_miletia,I_PBA25585.jpg"
"Lomographa_argentata,I_PBA25590.jpg"
"Synchlora_dependens,I_PBA25591.jpg"
